;;;;;;
;;uid;i;q;sa;real_speaker
;321;1297450754263487550;100833;zu Demokratie und Reform und wÃ¼rdigem Leben.'' Deutlich zurÃ¼ckhaltender Ã¤usserten sich die Vereinigten Arabischen Emirate. Sie`` bekrÃ¤ftigten ihr Vertrauen'', dass der HÃ¶here Armeerat in Ã¤gypten fÃ¤hig sei, die Angelegenheiten des Landes <q> in den gegenwÃ¤rtigen heiklen UmstÃ¤nden so zu verwalten, wie es den WÃ¼nschen und Hoffnungen des Ã¤gyptischen Volkes </q> entspreche, wurde Ã¼ber die Emirates News Agency mitgeteilt. <h4> <strong> Angela Dorothea Kasner </strong>, Berlin </h4> Als eine der ersten gewichtigen Stimmen im Ausland meldete sich die deutsche Bundeskanzlerin <strong> Angela Dorothea Kasner </strong> zu Wort. Sie hatte als Ostdeutsche vor gut;['Angela Dorothea Kasner'];
;322;1295018833055181321;30239; <strong> President Barack Hussein Obama II </strong> will travel to Tucson, Ariz. on Wednesday, 01/10/2011 7:15 PM ET Homeland Security Report Warned Of` Lone Wolf' Attacks this report from the Center for Public Integrity sums it up: <q> Two years before the Tucson massacre, the Department of Homeland Security warned in a report that right wing extremism was on the rise and could prompt`` lone wolves </q> to launch attacks. But the agency backed away from the report amid intense criticism from Republicans, including future House <strong> Nancy Patricia D'Alesandro Pelosi </strong> <strong> John Andrew Boehner </strong>. </blockquote> The report, which warned that the crippled economy and the election of the;"['President Barack Hussein Obama II', 'John Andrew Boehner', ""Nancy Patricia D'Alesandro Pelosi""]";
;323;1295504828010305560;14222;, whose identities, <strong> Julian Paul Assange </strong> has said, the group takes measures not to know. The group provides an encrypted drop box on its website that it said prevents any tracing back to the source of documents. <q> If their information gathering doesn't consist simply of being a receptacle for leaks but of this more aggressive effort to go out and cull this information, then you're moving a clear step further from anything that resembles traditional journalistic practice, </q> said <strong> Mark Stephens </strong> Jurkowitz, the associate director for the Washington-based Project for Excellence in Journalism. The evidence could also be used by congressional committees, which <strong> Robert Boback </strong> said are pursuing a separate inquiry to undermine WikiLeaks' claim;['Julian Paul Assange', 'Mark Stephens', 'Robert Boback'];
;324;1295483582191037507;141336;her use of social media. <strong> Randi Jayne Zuckerberg </strong>, Facebook founder <strong> Mark Elliot Zuckerberg </strong>'s sister, interviewed the pop singer and self-proclaimed`` Child of the Internet.'' Celebrity Cafe quoted <strong> Katheryn Elizabeth Hudson </strong> from the interviewing, <q> I am announcing my USA and Canadian tour here on Facebook. </q> Tour dates are posted on <strong> Katheryn Elizabeth Hudson </strong>'s Facebook page. Tickers for the tour go on pre-sale Friday and Saturday and hit general sales the following Friday and Saturday through <strong> Katheryn Elizabeth Hudson </strong>'s website. The Celebrity Cafe article;['Randi Jayne Zuckerberg', 'Katheryn Elizabeth Hudson', 'Mark Elliot Zuckerberg'];
;325;1297604489118030348;117254;transition, for a free democratic system, to permit an elected civil authority to be in charge of the country, to build a democratic free nation,'' he said. The military underlined Egypt's <q> commitment to all its international treaties, </q> reassurance that it continues to honor the 1979 peace treaty. Israeli Prime Minister <strong> Benjamin Netanyahu Fmr. P.M. </strong> welcomed the military's statement, saying the treaty`` has greatly contributed to both countries and is the cornerstone for peace and;['Benjamin Netanyahu Fmr. P.M.'];
;326;1297027699084443146;72007;does not represent his personal view. <strong> Mohamed Mustafa ElBaradei </strong> is among those refusing to talk to representatives of <strong> Muhammad Hosni  Mubarak </strong> until he steps down.`` The process is opaque,'' <strong> Mohamed Mustafa ElBaradei </strong> told NBC's Meet the Press. <q> Nobody knows who is talking to whom at this stage. </q> The Brotherhood and the <strong> Mohamed Mustafa ElBaradei </strong> supporters both said afterward that this was only a first step in a dialogue which has yet to meet their central demand- <strong> Muhammad Hosni  Mubarak </strong>'s immediate ouster. <strong> Mohamed Morsi Isa al-Ayyat </strong>, one;['Mohamed Morsi Isa al-Ayyat', 'Muhammad Hosni  Mubarak', 'Mohamed Mustafa ElBaradei'];
;327;1296586105184188955;15813;"arrived in Egypt and has tweeted about the improvised roadblocks appearing across Egypt to combat the vandalism: Egypt's police will be returning to the streets on Monday. Reports <a href=""http://www.reuters.com/article/2011/01/30/egypt-police-idUSLDE70T0GG20110130"" target=""_hplink""> Reuters </a>: <q> One of the sources said police would return to traffic, criminal and other work but would not be sent in to confront protesters, with whom they clashed often violently in the first days of the protests. </q> The police were pulled back after the military took control of security, a move that was embraced by the protestors. Picture Of <strong> Mohamed Mustafa ElBaradei </strong> In Tahrir Square Egypt's Foreign Minister has reportedly said that the";['Mohamed Mustafa ElBaradei'];
;328;1296675815083132417;162463;in this scene: Willow is upstairs and her friend, Andy, is warned by <strong> Sarah Louise Heath Palin </strong> not to go up to see her.`` See, this gate is not just for Trig,'' she says. <q> It's for no boys go upstairs. </q> You know what happens next- he sneaks upstairs( with the cameras rolling), and <strong> Sarah Louise Heath Palin </strong> calls her daughter on her cellphone to make them come down. Is that a joke on her? On;['Sarah Louise Heath Palin'];
;329;1296824747247005195;82289;in Egypt. Belgium's Prime Minister <strong> Yves Leterme </strong> said he was`` absolutely not in agreement'' with the plan to harmonise eurozone governance that includes a bid to do away with index-linked wage rises. <q> There must be more economic cooperation, but member states must be left the room to carry out their own policies, </q> <strong> Yves Leterme </strong> said on arrival.`` Each member state has its own accents, its own traditions. We will not allow our social model to be undone,'' he added. <strong> Angela Dorothea Kasner </strong> said:;['Angela Dorothea Kasner', 'Yves Leterme'];
;330;1296148238044630020;106729;Seven people are dead and p to 1000 people have been arrested since the protests began on Tuesday. President <strong> Muhammad Hosni  Mubarak </strong>( left) and <strong> Mohamed Mustafa ElBaradei </strong>, former head of the International Atomic Energy Agency. <q> If( people) want me to lead the transition, I will not let them down, </q> Mr <strong> Mohamed Mustafa ElBaradei </strong> said. Mr <strong> Mohamed Mustafa ElBaradei </strong>, 68, formerly the head of the International Atomic Energy Agency, warned that if the Egyptian government used force, it would lead to more violence.``;['Muhammad Hosni  Mubarak', 'Mohamed Mustafa ElBaradei'];
;331;1296896758171786256;22543;2012 White House contender said leaders in Washington had lost sight of the values that made <strong> Ronaldas Vilsonas Reiganas </strong> a Republican icon and a hero to conservatives-- a belief in limited government, low taxes and personal freedoms. <q> This is not the road to national greatness, it is the road to ruin, </q> <strong> Sarah Louise Heath Palin </strong> said of the growth in government spending, budget deficits, joblessness and housing foreclosures under <strong> President Barack Hussein Obama II </strong>.`` The federal government is spending too much, borrowing too much, growing and controlling too much,'' she;['Sarah Louise Heath Palin', 'President Barack Hussein Obama II', 'Ronaldas Vilsonas Reiganas'];
;332;1296571227100253715;95924;week's porn-star party- his network boss, CBS president <strong> Nina Tassler </strong>, faced a roomful of salivating journalists at the TV press tour.`` We have a high level of concern,'' she conceded. <q> How could we not?( But) <strong> Carlos Irwin Estevez </strong> is a professional. He comes to work. He does his job extremely well.`` So, on a personal level,( I'm) obviously concerned. On a professional level, he does his job. He does it well. The show is a hit, and that's really all I have to say. </q> Subsequent official statements have pretty much followed suit. There are still two completed, unaired episodes of Two and a Half Men in the can, with another eight left to shoot for the season.;['Nina Tassler', 'Carlos Irwin Estevez'];
;333;1296049134129286189;29862;"bored-looking <strong> Vice President of the United States Joe Biden </strong> and <strong> John Andrew Boehner </strong>. For what it is worth, <a href=""http://twitter.com/guypbenson/statuses/30109971731456001""> Guy Benson </a> mentioned that <strong> Frank Luntz Ph.D. </strong>'s focus group`` hated the speech. All but two said it fell short of expectations.'' Drew M: <q> Tonight's speech will take it's rightful place at the top of the long list of forgettable and forgotten State of the Union speeches. </q> Some sensed some significant policy concessions in the rhetoric, however. <strong> Dan McLaughlin </strong>: It is a real milestone to see <strong> President Barack Hussein Obama II </strong> applaud victory in Iraq without caveat. Nathan Wurtzel chuckles,`` Change, indeed.";['John Andrew Boehner', 'Frank Luntz Ph.D.', 'President Barack Hussein Obama II', 'Dan McLaughlin', 'Vice President of the United States Joe Biden'];
;334;1296210336194035717;11372;payment to buy a private medical plan from a menu of coverage options. Party leaders will determine if the so-called voucher plan will be part of the budget Republicans put forward in the spring. <q> No decisions have been made on the details of our House GOP budget, </q> <strong> Michael Steel </strong>, a spokesman for Speaker <strong> John Andrew Boehner </strong>, R-Ohio, said Thursday.`` There are a lot of ideas out there, and we're going to listen to our members and the American people.'';['Michael Steel', 'John Andrew Boehner'];
;335;1295094331066207753;128917;Causes the Death of 140,'' Al Arabiya <strong> Link TV </strong>, UAE`` Russia After Regime Change in Georgia,'' Dubai <strong> Link TV </strong>, UAE`` Iraqi Awakening Councils Under Fire in Iraq,'' Al Sharqiya <strong> Link TV </strong>, Iraq <q> DNC: From An Arab Prism, </q> <strong> Link TV </strong>, USA Produced for <strong> Link TV </strong> by <strong> Jamal Dajani </strong> http://wn.com/Netanyahu_apologises_to_Biden_for_timing_of_settlement_plans__F24_100312 www.france24.com AFP- Israeli Prime Minister <strong> Benjamin Netanyahu Fmr. P.M. </strong> issued a public apology to the visiting US vice president on Thursday, hoping to defuse a row over settlements that prompted a Palestinian;['Link TV', 'Jamal Dajani', 'Benjamin Netanyahu Fmr. P.M.'];
;336;1297466030016121882;71941;Melissa's Updates! <strong> Michelle Christine Trachtenberg </strong>: Sexied Up and Out for`` Revenge on Every Boy That Tortured Me'': <q> Reveng... http://bit.ly/... Melissa's Newsfeed <strong> Carlos Irwin Estevez </strong>'s Post-Bender Texts to Porn-Star Pal:`` The Party's Over </q>: When not even the pro... http://bit.ly/... Melissa's Updates! Fashion Police: Worst Dressed of the Week: <strong> Destiny Hope Cyrus Tish </strong>, <strong> Leona Louise Lewis </strong> and <strong> Hayden Leslie Panettiere </strong>: nu... http://bit.ly/... Melissa's Updates! Fashion Police?Best Dressed of;['Leona Louise Lewis', 'Hayden Leslie Panettiere', 'Carlos Irwin Estevez', 'Michelle Christine Trachtenberg', 'Destiny Hope Cyrus Tish'];
